id;address;new_address;match
353;ALLEE SANTOS DUMONT;ALLEE SANTOS DUMONT;True
354;RUE GAMBETTA;RUE GAMBETTA;True
355;RUE JEAN MACE;RUE JEAN MACE;True
356;RUE BENOIT MALON;RUE BENOIT MALON;True
357;ALLEE DES MIMOSAS;ALLEE DES MIMOSAS;True
358;RUE EDOUARD NIEUPORT;RUE EDOUARD NIEUPORT;True
359;PLACE DU RATRAIT;PLACE DU RATRAIT;True
360;RUE DU RATRAIT;RUE DU RATRAIT;True
361;RUE SALOMON DE ROTHSCHILD;RUE SALOMON DE ROTHSCHILD;True
362;RUE DES VELETTES;RUE DES VELETTES;True
363;RUE DE VERDUN;RUE DE VERDUN;True
364;RUE CARNOT;RUE CARNOT;True
365;ALLEE LOUIS CHEVROLET;ALLEE LOUIS CHEVROLET;True
366;ALLEE SANTOS DUMONT;ALLEE SANTOS DUMONT;True
367;RUE GAMBETTA;RUE GAMBETTA;True
368;RUE JEAN MACE;RUE JEAN MACE;True
369;RUE BENOIT MALON;RUE BENOIT MALON;True
370;ALLEE DES MIMOSAS;ALLEE DES MIMOSAS;True
371;RUE EDOUARD NIEUPORT;RUE EDOUARD NIEUPORT;True
372;PLACE DU RATRAIT;PLACE DU RATRAIT;True
373;RUE DU RATRAIT;RUE DU RATRAIT;True
374;RUE SALOMON DE ROTHSCHILD;RUE SALOMON DE ROTHSCHILD;True
375;RUE DES VELETTES;RUE DES VELETTES;True
376;RUE DE VERDUN;RUE DE VERDUN;True
377;PLACE DU PUITS D AMOUR;;False
378;ALLEE HAUTE VILLAGE ANGLAIS;;False
379;ALLEE BASSE VILLAGE ANGLAIS;;False
380;RUE DU BAC;RUE DU BAC;True
381;ALLEE DES RIVES DE BAGATELLE;ALLEE DES RIVES DE BAGATELLE;True
382;RUE BAUDIN;RUE BAUDIN;True
383;RUE BERTHELOT;RUE BERTHELOT;True
384;IMPASSE DES BOURETS;IMPASSE DES BOURETS;True
385;RUE DES BOURETS;RUE DES BOURETS;True
386;RUE CARNOT;RUE CARNOT;True
387;RUE DE LA CERISAIE;RUE DE LA CERISAIE;True
388;ESPLANADE JACQUES CHIRAC;ESPLANADE JACQUES CHIRAC;True
389;AVENUE DES CONFERENCES;;False
390;ESPLANADE DES COURTIEUX;;False
391;IMPASSE DU CYGNE;IMPASSE DU CYGNE;True
392;COUR DES DAMES;;False
393;RUE ALEXANDRE DARRACQ;RUE ALEXANDRE DARRACQ;True
394;RUE DIDEROT;RUE DIDEROT;True
395;RUE ETIENNE DOLET;RUE ETIENNE DOLET;True
396;ALLEE DES SEAUX D EAU;;False
397;ALLEE DE L ECLUSE;;False
398;RUE DU CLOS DES ERMITES;RUE DU CLOS DES ERMITES;True
399;ALLEE JULES FERRY;ALLEE JULES FERRY;True
400;RUE JULES FERRY;RUE JULES FERRY;True
401;RUE FIZEAU;RUE FIZEAU;True
402;RUE GUSTAVE FLOURENS;RUE GUSTAVE FLOURENS;True
403;IMPASSE DU FOUR;IMPASSE DU FOUR;True
404;ALLEE EDGARD FOURNIER;;False
405;PLACE EDGARD FOURNIER;;False
406;AV DE LA BELLE GABRIELLE;;False
407;QUAI GALLIENI;QUAI GALLIENI;True
408;RUE DE LA GAUCHERE;RUE DE LA GAUCHERE;True
409;AVENUE CHARLES DE GAULLE;;False
410;PLACE DE LA HUCHETTE;;False
411;PLACE HENRI IV;PLACE HENRI IV;True
412;ALLEE SCHEURER KESTNER;ALLEE SCHEURER KESTNER;True
413;RUE GARDENAT LAPOSTOL;RUE GARDENAT LAPOSTOL;True
414;PLACE DU GENERAL LECLERC;PLACE DU GENERAL LECLERC;True
415;COURS MADELEINE;COURS MADELEINE;True
416;ALLEE DES MARAICHERS;ALLEE DES MARAICHERS;True
417;RUE MELIN;;False
418;PLACE DU MOUTIER;PLACE DU MOUTIER;True
419;PLACE MARGUERITE NASEAU;PLACE MARGUERITE NASEAU;True
420;RUE D ESTIENNE D ORVES;;False
421;RUE CHARLES PEGUY;RUE CHARLES PEGUY;True
422;AVENUE GABRIEL PERI;AVENUE GABRIEL PERI;True
423;RUE PERRONET;RUE PERRONET;True
424;ALLEE DE L ANCIEN PONT;;False
425;PLACE DE LA PREVOTE;;False
426;RUE DESBASSAYNS DE RICHEMONT;RUE DESBASSAYNS DE RICHEMONT;True
427;RUE LEDRU ROLLIN;RUE LEDRU ROLLIN;True
428;AVENUE FRANKLIN ROOSEVELT;AVENUE FRANKLIN ROOSEVELT;True
429;PROMENADE SAINT LEUFROY;;False
430;IMPASSE CLOS DES SEIGNEURS;;False
431;BOULEVARD HENRI SELLIER;BOULEVARD HENRI SELLIER;True
432;ALLEE DES SOURCES;ALLEE DES SOURCES;True
433;RUE MERLIN DE THIONVILLE;RUE MERLIN DE THIONVILLE;True
434;RUE DU MONT VALERIEN;RUE DU MONT VALERIEN;True
435;ALLEE DE LA VENELLE;ALLEE DE LA VENELLE;True
436;RUE DE VERDUN;RUE DE VERDUN;True
437;RUE DU PORT AUX VINS;RUE DU PORT AUX VINS;True
438;PROMENADE DE L ABBAYE;;False
439;RUE EMILE ZOLA;RUE EMILE ZOLA;True
440;ALLEE DU 8 MAI 1945;ALLEE DU 8 MAI 1945;True
441;PLACE DU 8 MAI 1945;;False
442;PLACE DU PUITS D AMOUR;;False
443;ALLEE HAUTE VILLAGE ANGLAIS;;False
444;ALLEE BASSE VILLAGE ANGLAIS;;False
445;RUE DU BAC;RUE DU BAC;True
446;ALLEE DES RIVES DE BAGATELLE;ALLEE DES RIVES DE BAGATELLE;True
447;RUE BAUDIN;RUE BAUDIN;True
448;RUE BERTHELOT;RUE BERTHELOT;True
449;RUE DES BOURETS;RUE DES BOURETS;True
450;IMPASSE DES BOURETS;IMPASSE DES BOURETS;True
451;RUE CARNOT;RUE CARNOT;True
452;RUE DE LA CERISAIE;RUE DE LA CERISAIE;True
453;ESPLANADE JACQUES CHIRAC;ESPLANADE JACQUES CHIRAC;True
454;AVENUE DES CONFERENCES;;False
455;ESPLANADE DES COURTIEUX;;False
456;IMPASSE DU CYGNE;IMPASSE DU CYGNE;True
457;COUR DES DAMES;;False
458;RUE ALEXANDRE DARRACQ;RUE ALEXANDRE DARRACQ;True
459;RUE DIDEROT;RUE DIDEROT;True
460;RUE ETIENNE DOLET;RUE ETIENNE DOLET;True
461;ALLEE DES SEAUX D EAU;;False
462;ALLEE DE L ECLUSE;;False
463;RUE DU CLOS DES ERMITES;RUE DU CLOS DES ERMITES;True
464;RUE JULES FERRY;RUE JULES FERRY;True
465;ALLEE JULES FERRY;ALLEE JULES FERRY;True
466;RUE FIZEAU;RUE FIZEAU;True
467;RUE GUSTAVE FLOURENS;RUE GUSTAVE FLOURENS;True
468;IMPASSE DU FOUR;IMPASSE DU FOUR;True
469;PLACE EDGARD FOURNIER;;False
470;ALLEE EDGARD FOURNIER;;False
471;AV DE LA BELLE GABRIELLE;;False
472;QUAI GALLIENI;QUAI GALLIENI;True
473;RUE DE LA GAUCHERE;RUE DE LA GAUCHERE;True
474;AVENUE CHARLES DE GAULLE;;False
475;PLACE DE LA HUCHETTE;;False
476;PLACE HENRI IV;PLACE HENRI IV;True
477;ALLEE SCHEURER KESTNER;ALLEE SCHEURER KESTNER;True
478;RUE GARDENAT LAPOSTOL;RUE GARDENAT LAPOSTOL;True
479;PLACE DU GENERAL LECLERC;PLACE DU GENERAL LECLERC;True
480;COURS MADELEINE;COURS MADELEINE;True
481;ALLEE DES MARAICHERS;ALLEE DES MARAICHERS;True
482;RUE MELIN;;False
483;PLACE DU MOUTIER;PLACE DU MOUTIER;True
484;PLACE MARGUERITE NASEAU;PLACE MARGUERITE NASEAU;True
485;RUE D ESTIENNE D ORVES;;False
486;RUE CHARLES PEGUY;RUE CHARLES PEGUY;True
487;AVENUE GABRIEL PERI;AVENUE GABRIEL PERI;True
488;RUE PERRONET;RUE PERRONET;True
489;ALLEE DE L ANCIEN PONT;;False
490;PLACE DE LA PREVOTE;;False
491;RUE DESBASSAYNS DE RICHEMONT;RUE DESBASSAYNS DE RICHEMONT;True
492;RUE LEDRU ROLLIN;RUE LEDRU ROLLIN;True
493;AVENUE FRANKLIN ROOSEVELT;AVENUE FRANKLIN ROOSEVELT;True
494;PROMENADE SAINT LEUFROY;;False
495;IMPASSE CLOS DES SEIGNEURS;;False
496;BOULEVARD HENRI SELLIER;BOULEVARD HENRI SELLIER;True
497;ALLEE DES SOURCES;ALLEE DES SOURCES;True
498;RUE MERLIN DE THIONVILLE;RUE MERLIN DE THIONVILLE;True
499;RUE DU MONT VALERIEN;RUE DU MONT VALERIEN;True
500;ALLEE DE LA VENELLE;ALLEE DE LA VENELLE;True
501;RUE DE VERDUN;RUE DE VERDUN;True
502;RUE DU PORT AUX VINS;RUE DU PORT AUX VINS;True
503;PROMENADE DE L ABBAYE;;False
504;RUE EMILE ZOLA;RUE EMILE ZOLA;True
505;ALLEE DU 8 MAI 1945;ALLEE DU 8 MAI 1945;True
506;PLACE DU 8 MAI 1945;;False
507;ALLEE DES ACACIAS;ALLEE DES ACACIAS;True
508;RUE DES ACQUEVILLES;RUE DES ACQUEVILLES;True
509;ALLEE GEORGES BIZET;ALLEE GEORGES BIZET;True
510;RUE DU DOCTEUR MARC BOMBIGER;RUE DU DOCTEUR MARC BOMBIGER;True
511;RUE ALBERT CARON;RUE ALBERT CARON;True
512;ALLEE DES CITRONNIERS;ALLEE DES CITRONNIERS;True
513;RUE RAYMOND COSSON;RUE RAYMOND COSSON;True
514;ALLEE DES CYTISES;ALLEE DES CYTISES;True
515;RUE DES FLEURS;RUE DES FLEURS;True
516;AVENUE DE LA FOUILLEUSE;;False
517;ALLEE CHARLES GOUNOD;ALLEE CHARLES GOUNOD;True
518;PLACE DE LA HALLE;PLACE DE LA HALLE;True
519;RUE DE L HIPPODROME;;False
520;AVENUE JEAN JAURES;AVENUE JEAN JAURES;True
521;RUE LAKANAL;RUE LAKANAL;True
522;RUE DE LOCARNO;RUE DE LOCARNO;True
523;BOULEVARD LOUIS LOUCHEUR;BOULEVARD LOUIS LOUCHEUR;True
524;ALLEE JEAN BAPTISTE LULLY;;False
525;ALLEE DES MARRONNIERS;ALLEE DES MARRONNIERS;True
526;PLACE JEAN MASARYK;;False
527;RUE DE MONTRETOUT;RUE DE MONTRETOUT;True
528;RUE DES NOUVELLES;RUE DES NOUVELLES;True
529;ALLEE JACQUES OFFENBACH;ALLEE JACQUES OFFENBACH;True
