id;numero;nom_rue;nom_complet;secteur maternelle;secteur elementaire
2861;29;RUE CLUSERET;29 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
2862;4;RUE MARCEL MONGE;4 RUE MARCEL MONGE;Maternelle République;Elémentaire Parc
2863;22;RUE BEAUSEJOUR;22 RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
2864;8;RUE GARIBALDI;8 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2865;72;RUE GARDENAT LAPOSTOL;72 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2866;47;RUE MERLIN DE THIONVILLE;47 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
2867;36;RUE VOLTAIRE;36 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2868;9;RUE MARCEL MONGE;9 RUE MARCEL MONGE;Maternelle République;Elémentaire Parc
2869;43;RUE JEAN-JACQUES ROUSSEAU;43 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
2870;22;RUE RAYMOND COSSON;22 RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2871;5;PLACE HENRI IV;5 PLACE HENRI IV;Maternelle Simone Veil;Elémentaire Jules Ferry
2872;11;RUE JEAN MACE;11 RUE JEAN MACE;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2873;13;AVENUE SISLEY;13 AVENUE SISLEY;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
2874;44;RUE GAMBETTA;44 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2875;10;RUE JACQUES DECOUR;10 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
2876;6;ALLEE WILLIAM PENN;6 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2877;16;RUE GUILLEMETTE FAUSSART;16 RUE GUILLEMETTE FAUSSART;Maternelle des Cottages;Elémentaire des Cottages
2878;22;RUE DESBASSAYNS DE RICHEMONT;22 RUE DESBASSAYNS DE RICHEMONT;Maternelle Simone Veil;Elémentaire Jules Ferry
2879;24;RUE ROGER SALENGRO;24 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
2880;3;ALLEE SANTOS DUMONT;3 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2881;97;BOULEVARD HENRI SELLIER;97 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2882;31;RUE GAMBETTA;31 RUE GAMBETTA;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2883;3;RUE BERTHELOT;3 RUE BERTHELOT;Maternelle Simone Veil;Elémentaire Jules Ferry
2884;38;RUE GAMBETTA;38 RUE GAMBETTA;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2885;26;BOULEVARD HENRI SELLIER;26 BOULEVARD HENRI SELLIER;Maternelle Simone Veil;Elémentaire Jules Ferry
2886;44;AVENUE JEAN JAURES;44 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2887;13;ALLEE JEAN-BAPTISTE LULLY;13 ALLEE JEAN-BAPTISTE LULLY;;Elémentaire Marcel Mouloudji
2888;30;RUE DANTON;30 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2889;6;AVENUE EDOUARD VAILLANT;6 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2890;8;RUE BENOIT MALON;8 RUE BENOIT MALON;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
2891;5;ALLEE GEORGES BIZET;5 ALLEE GEORGES BIZET;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2892;21;RUE HUBERT CHARPENTIER;21 RUE HUBERT CHARPENTIER;Maternelle des Cottages;Elémentaire des Cottages
2893;32;RUE VICTOR DIEDERICH;32 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
2894;69;RUE DANTON;69 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2895;65;RUE GAMBETTA;65 BIS RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2896;8;RUE MICHELET;8 BIS RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2897;19;ALLEE SANTOS DUMONT;19 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2898;2;AVENUE SISLEY;2 AVENUE SISLEY;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
2899;68;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;68 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2900;42;RUE VICTOR DIEDERICH;42 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
2901;92;BOULEVARD HENRI SELLIER;92 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
2902;96;RUE GAMBETTA;96 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2903;23;RUE HENRI REGNAULT;23 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2904;14;RUE GARDENAT LAPOSTOL;14 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2905;52;RUE JEAN-JACQUES ROUSSEAU;52 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
2906;20;RUE FERNAND FOREST;20 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2907;2;RUE FLORENT DANCOURT;2 RUE FLORENT DANCOURT;Maternelle Wilson;Elémentaire Vaillant Jaurès
2908;91;RUE VOLTAIRE;91 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2909;28;RUE MERLIN DE THIONVILLE;28 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
2910;25;RUE EDOUARD NIEUPORT;25 RUE EDOUARD NIEUPORT;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2911;8;RUE FIZEAU;8 RUE FIZEAU;Maternelle Simone Veil;Elémentaire Jules Ferry
2912;10;BOULEVARD LOUIS LOUCHEUR;10 BOULEVARD LOUIS LOUCHEUR;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2913;6;RUE BENOIT MALON;6 RUE BENOIT MALON;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
2914;100;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;100 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2915;36;RUE DANTON;36 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2916;22;BOULEVARD LOUIS LOUCHEUR;22 BOULEVARD LOUIS LOUCHEUR;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2917;5;RUE GARIBALDI;5 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2918;5;RUE EDOUARD NIEUPORT;5 BIS RUE EDOUARD NIEUPORT;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
2919;22;RUE GARDENAT LAPOSTOL;22 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2920;5;ALLEE BASSE DU VILLAGE ANGLAIS;5 ALLEE BASSE DU VILLAGE ANGLAIS;;Elémentaire Marcel Mouloudji
2921;90;RUE GAMBETTA;90 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2922;95;RUE PASTEUR;95 RUE PASTEUR;Maternelle République;Elémentaire Parc
2923;7;RUE HONORE D'ESTIENNE D'ORVES;7 RUE HONORE D'ESTIENNE D'ORVES;Maternelle Simone Veil;
2924;7;AVENUE JEAN JAURES;7 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2925;17;RUE KELLOGG;17 RUE KELLOGG;Maternelle Wilson;Elémentaire Vaillant Jaurès
2926;22;RUE CLUSERET;22 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
2927;67;RUE ROUGET DE LISLE;67 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2928;1;AVENUE FRANKLIN ROOSEVELT;1 AVENUE FRANKLIN ROOSEVELT;Maternelle Simone Veil;Elémentaire Jules Ferry
2929;52;RUE GAMBETTA;52 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2930;28;RUE EDOUARD NIEUPORT;28 RUE EDOUARD NIEUPORT;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2931;1;ALLEE BASSE DU VILLAGE ANGLAIS;1 ALLEE BASSE DU VILLAGE ANGLAIS;;Elémentaire Marcel Mouloudji
2932;46;RUE DANTON;46 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2933;59;RUE GAMBETTA;59 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
2934;52;RUE VOLTAIRE;52 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2935;13;RUE SALOMON DE ROTHSCHILD;13 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
2936;14;AVENUE JEAN JAURES;14 BIS AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2937;28;RUE WORTH;28 BIS RUE WORTH;Maternelle des Raguidelles;Elémentaire des Raguidelles
2938;40;RUE DESBASSAYNS DE RICHEMONT;40 RUE DESBASSAYNS DE RICHEMONT;Maternelle Simone Veil;Elémentaire Jules Ferry
2939;5;RUE GAMBETTA;5 RUE GAMBETTA;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2940;4;RUE GEORGES APPAY;4 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
2941;9;RUE DIDEROT;9 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
2942;11;BOULEVARD ARISTIDE BRIAND;11 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
2943;25;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;25 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2944;11;RUE GUILLEMETTE FAUSSART;11 RUE GUILLEMETTE FAUSSART;Maternelle des Cottages;Elémentaire des Cottages
2945;30;RUE EMILIEN COLIN;30 RUE EMILIEN COLIN;Maternelle des Cottages;Elémentaire des Cottages
2946;15;RUE EMILIEN COLIN;15 RUE EMILIEN COLIN;Maternelle des Cottages;Elémentaire des Cottages
2947;78;RUE ROUGET DE LISLE;78 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2948;14;RUE CURIE;14 RUE CURIE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2949;29;RUE MERLIN DE THIONVILLE;29 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
2950;9;RUE PERRONET;9 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
2951;126;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;126 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2952;1;RUE BERTHELOT;1 RUE BERTHELOT;Maternelle Simone Veil;Elémentaire Jules Ferry
2953;1;ALLEE MAURICE RAVEL;1 ALLEE MAURICE RAVEL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2954;74;RUE PASTEUR;74 RUE PASTEUR;Maternelle République;Elémentaire Parc
2955;5;RUE PAUL BERT;5 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
2956;47;RUE ROUGET DE LISLE;47 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2957;5;RUE ALEXANDRE DARRACQ;5 RUE ALEXANDRE DARRACQ;Maternelle Simone Veil;Elémentaire Jules Ferry
2958;3;RUE DIDEROT;3 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
2959;9;RUE CLUSERET;9 BIS RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
2960;3;QUAI MARCEL DASSAULT;3 QUAI MARCEL DASSAULT;Maternelle République;Elémentaire Parc
2961;19;RUE ALBERT CARON;19 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2962;9;ALLEE BASSE DU VILLAGE ANGLAIS;9 ALLEE BASSE DU VILLAGE ANGLAIS;;Elémentaire Marcel Mouloudji
2963;58;RUE PASTEUR;58 RUE PASTEUR;Maternelle République;Elémentaire Parc
2964;38;RUE FERNAND FOREST;38 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2965;7;ALLEE WILLIAM PENN;7 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2966;14;RUE VOLTAIRE;14 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2967;8;BOULEVARD LOUIS LOUCHEUR;8 BOULEVARD LOUIS LOUCHEUR;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2968;5;AVENUE JEAN JAURES;5 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2969;20;RUE MERLIN DE THIONVILLE;20 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
2970;12;RUE GABRIEL PHILIPPE;12 RUE GABRIEL PHILIPPE;Maternelle des Cottages;Elémentaire des Cottages
2971;9;RUE CHEVREUL;9 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2972;53;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;53 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2973;28;RUE VICTOR DIEDERICH;28 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
2975;130;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;130 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2976;38;RUE DANTON;38 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
2977;45;RUE ALBERT CARON;45 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2978;33;RUE GEORGES APPAY;33 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
2979;87;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;87 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2980;95;BOULEVARD HENRI SELLIER;95 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2981;7;RUE HENRI REGNAULT;7 BIS RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2982;11;RUE PAGES;11 RUE PAGES;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2983;60;AVENUE FRANKLIN ROOSEVELT;60 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
2984;31;RUE FERNAND FOREST;31 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2985;23;AVENUE FRANKLIN ROOSEVELT;23 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
2986;13;RUE DIDEROT;13 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
2987;2;RUE GARIBALDI;2 BIS RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
2988;57;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;57 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2989;7;ALLEE GEORGES BIZET;7 ALLEE GEORGES BIZET;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2990;14;AVENUE EDOUARD VAILLANT;14 BIS AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2991;29;CITE ROUGET DE LISLE;29 CITE ROUGET DE LISLE;;
2992;58;RUE GARDENAT LAPOSTOL;58 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
2993;39;RUE EMILE DUCLAUX;39 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
2994;56;AVENUE JEAN JAURES;56 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2995;37;AVENUE EDOUARD VAILLANT;37 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2996;11;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;11 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
2997;57;AVENUE FRANKLIN ROOSEVELT;57 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
2998;19;AVENUE JEAN JAURES;19 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
2999;120;RUE LAKANAL;120 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3000;44;RUE GEORGES APPAY;44 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
3001;49;RUE JEAN-JACQUES ROUSSEAU;49 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
3002;88;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;88 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
3003;34;AVENUE EDOUARD VAILLANT;34 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3004;71;RUE ALBERT CARON;71 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3005;3;ALLEE CHARLES GOUNOD;3 ALLEE CHARLES GOUNOD;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3006;76;BOULEVARD HENRI SELLIER;76 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
3007;3;RUE ALBERT CARON;3 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3008;39;AVENUE EDOUARD VAILLANT;39 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3009;5;RUE HENRI REGNAULT;5 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3010;33;RUE CLUSERET;33 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
3011;35;RUE ARTHEME GENTEUR;35 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
3012;2;RUE GUILLEMETTE FAUSSART;2 RUE GUILLEMETTE FAUSSART;Maternelle des Cottages;Elémentaire des Cottages
3013;73;AVENUE FRANKLIN ROOSEVELT;73 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
3014;21;AVENUE EDOUARD VAILLANT;21 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3015;77;BOULEVARD HENRI SELLIER;77 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3016;54;RUE PASTEUR;54 RUE PASTEUR;Maternelle République;Elémentaire Parc
3017;23;RUE GARIBALDI;23 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3018;72;RUE PASTEUR;72 RUE PASTEUR;Maternelle République;Elémentaire Parc
3019;9;RUE KELLOGG;9 RUE KELLOGG;Maternelle Wilson;Elémentaire Vaillant Jaurès
3020;25;AVENUE GEORGES POMPIDOU;25 AVENUE GEORGES POMPIDOU;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
3021;1;RUE CHEVREUL;1 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3022;9;ALLEE LOUIS CHEVROLET;9 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
3023;76;RUE PASTEUR;76 RUE PASTEUR;Maternelle République;Elémentaire Parc
3024;88;RUE GAMBETTA;88 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
3025;62;RUE ROUGET DE LISLE;62 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
3026;117;RUE GAMBETTA;117 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
3027;7;RUE EMILE DUCLAUX;7 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
3028;64;RUE GARDENAT LAPOSTOL;64 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
3029;21;RUE ALBERT CARON;21 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3030;8;RUE HONORE D'ESTIENNE D'ORVES;8 RUE HONORE D'ESTIENNE D'ORVES;Maternelle Simone Veil;
3031;20;AVENUE JEAN JAURES;20 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3032;95;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;95 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
3033;145;BOULEVARD HENRI SELLIER;145 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
3034;10;RUE ALBERT CARON;10 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3035;84;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;84 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
3036;42;RUE GAMBETTA;42 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
3037;5;RUE CURIE;5 RUE CURIE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
3038;17;AVENUE EDOUARD VAILLANT;17 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3039;12;ALLEE WILLIAM PENN;12 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3040;61;RUE ALBERT CARON;61 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3041;138;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;138 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
3042;1;RUE ALBERT CARON;1 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3043;16;BOULEVARD ARISTIDE BRIAND;16 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
3044;8;AVENUE JEAN JAURES;8 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3045;60;AVENUE JEAN JAURES;60 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3046;165;BOULEVARD HENRI SELLIER;165 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
3047;37;RUE FERNAND FOREST;37 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3048;99;BOULEVARD HENRI SELLIER;99 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3049;18;RUE HENRI REGNAULT;18 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3050;9;RUE FREDERIC CLAVEL;9 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
3051;19;ALLEE JEAN-BAPTISTE LULLY;19 ALLEE JEAN-BAPTISTE LULLY;;Elémentaire Marcel Mouloudji
3052;26;AVENUE JEAN JAURES;26 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3053;16;RUE VICTOR DIEDERICH;16 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
3054;46;RUE GEORGES APPAY;46 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
3055;15;RUE HENRI REGNAULT;15 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3056;30;RUE GEORGES APPAY;30 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
3057;45;RUE GEORGES APPAY;45 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
3058;31;BOULEVARD HENRI SELLIER;31 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3059;14;ALLEE WILLIAM PENN;14 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3060;4;RUE HENRI REGNAULT;4 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3061;14;AVENUE FRANKLIN ROOSEVELT;14 AVENUE FRANKLIN ROOSEVELT;Maternelle Simone Veil;Elémentaire Jules Ferry
3062;73;RUE ALBERT CARON;73 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3063;31;RUE BENOIT MALON;31 RUE BENOIT MALON;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
3064;42;AVENUE JEAN JAURES;42 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
3065;5;QUAI MARCEL DASSAULT;5 QUAI MARCEL DASSAULT;Maternelle République;Elémentaire Parc
3066;35;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;35 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
3067;20;RUE HENRI REGNAULT;20 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
3068;2;RUE JEAN MACE;2 RUE JEAN MACE;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
3069;104;RUE GAMBETTA;104 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
3070;7;RUE GEORGES APPAY;7 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
3071;40;RUE JACQUES DECOUR;40 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
3072;14;RUE DIDEROT;14 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
3073;59;RUE JEAN-JACQUES ROUSSEAU;59 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
